"subjects"	"S"	"prime"	"R"	"rt"
"2626"	"10"	"cat"	"WOOF"	"cat"	0.405579626511187
"5338"	"10"	"cat"	"MEOW"	"cat"	0.45336878796898
"5146"	"10"	"cat"	"MEOW"	"cat"	0.60616558968629
"1930"	"10"	"cat"	"MEOW"	"cat"	0.410534895857063
"4510"	"10"	"dog"	"WOOF"	"dog"	0.280259095518457
"694"	"10"	"dog"	"MEOW"	"cat"	0.275724389498561
"3646"	"10"	"dog"	"WOOF"	"cat"	0.54748682090852
"4030"	"10"	"dog"	"WOOF"	"dog"	0.357032968951747
"1342"	"10"	"dog"	"WOOF"	"dog"	0.326624206976078
"1534"	"10"	"dog"	"WOOF"	"dog"	0.660715025420089
"2686"	"10"	"dog"	"WOOF"	"cat"	0.557993499917761
"814"	"10"	"dog"	"WOOF"	"dog"	0.312850017260002
"4186"	"10"	"cat"	"MEOW"	"dog"	0.495459743303057
"3850"	"10"	"cat"	"MEOW"	"cat"	0.340431609513967
"2830"	"10"	"dog"	"WOOF"	"dog"	1.31708095607298
"286"	"10"	"dog"	"WOOF"	"dog"	0.460685640032571
"4438"	"10"	"dog"	"MEOW"	"dog"	0.35942238302275
"3118"	"10"	"dog"	"WOOF"	"dog"	0.873027712940864
"4090"	"10"	"cat"	"MEOW"	"cat"	0.532010266962222
"4702"	"10"	"dog"	"WOOF"	"cat"	0.376093320413165
"874"	"10"	"cat"	"MEOW"	"cat"	0.26807903756151
"3358"	"10"	"dog"	"WOOF"	"dog"	0.879568059948026
"958"	"10"	"dog"	"WOOF"	"dog"	0.347941326990627
"2182"	"10"	"dog"	"MEOW"	"dog"	0.623575432655497
"2014"	"10"	"dog"	"WOOF"	"dog"	0.764903877052101
"946"	"10"	"cat"	"WOOF"	"dog"	0.309405320739093
"2218"	"10"	"cat"	"MEOW"	"cat"	0.31140048610357
"2074"	"10"	"cat"	"MEOW"	"dog"	0.530995848582511
"2734"	"10"	"dog"	"WOOF"	"dog"	0.539116166753041
"5290"	"10"	"cat"	"MEOW"	"dog"	0.320931429664347
"478"	"10"	"dog"	"WOOF"	"dog"	0.379990026332984
"1306"	"10"	"cat"	"MEOW"	"cat"	0.315208876598869
"1318"	"10"	"dog"	"MEOW"	"dog"	0.353865338591332
"2986"	"10"	"cat"	"MEOW"	"cat"	0.623576228726747
"3238"	"10"	"dog"	"MEOW"	"cat"	0.558437614424339
"742"	"10"	"dog"	"MEOW"	"cat"	0.774006802088428
"1726"	"10"	"dog"	"WOOF"	"dog"	0.726651819238545
"58"	"10"	"cat"	"MEOW"	"cat"	0.346501747335726
"4378"	"10"	"cat"	"MEOW"	"cat"	0.380067548958382
"2602"	"10"	"cat"	"MEOW"	"cat"	0.462431799225476
"4798"	"10"	"dog"	"WOOF"	"dog"	1.16749144144486
"1066"	"10"	"cat"	"MEOW"	"cat"	0.526659616087073
"1642"	"10"	"cat"	"MEOW"	"cat"	0.422599191945375
"754"	"10"	"cat"	"WOOF"	"cat"	0.509211911323099
"634"	"10"	"cat"	"MEOW"	"cat"	0.70520475920327
"2782"	"10"	"dog"	"WOOF"	"dog"	0.35431016056484
"406"	"10"	"dog"	"MEOW"	"cat"	0.33442341953631
"4642"	"10"	"cat"	"WOOF"	"dog"	0.583415305527866
"382"	"10"	"dog"	"WOOF"	"dog"	0.393683956080057
"5458"	"10"	"cat"	"WOOF"	"cat"	0.600086098492709
"3970"	"10"	"cat"	"WOOF"	"cat"	0.393748349936182
"2542"	"10"	"dog"	"WOOF"	"dog"	0.570929643604554
"1114"	"10"	"cat"	"MEOW"	"dog"	0.432615335548935
"4306"	"10"	"cat"	"WOOF"	"cat"	0.595258240019044
"1846"	"10"	"dog"	"MEOW"	"dog"	0.441764090497123
"5482"	"10"	"cat"	"MEOW"	"cat"	0.722111289413659
"3754"	"10"	"cat"	"MEOW"	"cat"	0.447296547536552
"5362"	"10"	"cat"	"WOOF"	"cat"	0.514221611823935
"4786"	"10"	"cat"	"WOOF"	"dog"	0.534796091650381
"1162"	"10"	"cat"	"MEOW"	"cat"	0.757959155404972
"1414"	"10"	"dog"	"MEOW"	"dog"	0.380559396460702
"5398"	"10"	"dog"	"MEOW"	"dog"	0.304900287338981
"274"	"10"	"cat"	"WOOF"	"dog"	0.319574365883784
"1810"	"10"	"cat"	"WOOF"	"cat"	1.59862380089316
"442"	"10"	"cat"	"MEOW"	"cat"	0.430777765190495
"3946"	"10"	"cat"	"MEOW"	"cat"	0.49365016002701
"1978"	"10"	"cat"	"MEOW"	"cat"	0.492369227801096
"3286"	"10"	"dog"	"MEOW"	"cat"	1.32507731936679
"3958"	"10"	"dog"	"MEOW"	"dog"	1.21189940886932
"3718"	"10"	"dog"	"MEOW"	"dog"	0.588500409636597
"3082"	"10"	"cat"	"MEOW"	"cat"	0.550349828847496
"3562"	"10"	"cat"	"MEOW"	"cat"	0.292663399180363
"1870"	"10"	"dog"	"WOOF"	"dog"	0.817096465220167
"1042"	"10"	"cat"	"WOOF"	"cat"	0.38914726964567
"4210"	"10"	"cat"	"WOOF"	"cat"	0.56854165877392
"2122"	"10"	"cat"	"MEOW"	"cat"	0.46475437581249
"3322"	"10"	"cat"	"MEOW"	"cat"	0.304990193820202
"1282"	"10"	"cat"	"WOOF"	"cat"	0.312896797000705
"466"	"10"	"cat"	"WOOF"	"cat"	0.523837703954768
"4894"	"10"	"dog"	"WOOF"	"dog"	0.312860776970626
"1174"	"10"	"dog"	"MEOW"	"cat"	0.287518996221852
"2710"	"10"	"dog"	"MEOW"	"cat"	0.320076454483134
"994"	"10"	"cat"	"WOOF"	"cat"	0.445734419658632
"1402"	"10"	"cat"	"MEOW"	"dog"	0.699028066525474
"1390"	"10"	"dog"	"WOOF"	"dog"	0.797160114307301
"886"	"10"	"dog"	"MEOW"	"dog"	0.863693691261752
"538"	"10"	"cat"	"MEOW"	"cat"	0.35427445576696
"3478"	"10"	"dog"	"MEOW"	"dog"	0.953680425703585
"2902"	"10"	"dog"	"MEOW"	"dog"	0.378689762996588
"730"	"10"	"cat"	"MEOW"	"cat"	0.478411303523356
"3298"	"10"	"cat"	"WOOF"	"cat"	0.525738824594736
"3658"	"10"	"cat"	"MEOW"	"dog"	0.759620544962473
"10"	"10"	"cat"	"MEOW"	"cat"	0.799985990082886
"4918"	"10"	"dog"	"MEOW"	"dog"	0.474136534048495
"3130"	"10"	"cat"	"MEOW"	"cat"	0.584801965545348
"1906"	"10"	"cat"	"WOOF"	"cat"	1.09645117698243
"1078"	"10"	"dog"	"MEOW"	"dog"	1.04928842737771
"5170"	"10"	"cat"	"WOOF"	"cat"	0.578783235397173
"574"	"10"	"dog"	"WOOF"	"dog"	0.468307654545159
"1894"	"10"	"dog"	"MEOW"	"dog"	0.429553158645595
"1210"	"10"	"cat"	"MEOW"	"dog"	0.562323592479941
"1270"	"10"	"dog"	"MEOW"	"cat"	0.480443193513883
"4582"	"10"	"dog"	"MEOW"	"dog"	0.421972916144068
"5326"	"10"	"dog"	"WOOF"	"dog"	0.641028695274526
"4162"	"10"	"cat"	"WOOF"	"cat"	0.304246838632613
"3166"	"10"	"dog"	"WOOF"	"dog"	0.562880229090586
"3610"	"10"	"cat"	"MEOW"	"cat"	0.512462478841885
"970"	"10"	"cat"	"MEOW"	"cat"	0.590500432517422
"5206"	"10"	"dog"	"MEOW"	"dog"	0.447455034067493
"3142"	"10"	"dog"	"MEOW"	"dog"	0.491715930431176
"1138"	"10"	"cat"	"WOOF"	"dog"	0.687650182397013
"2470"	"10"	"dog"	"MEOW"	"dog"	0.346600924382073
"1498"	"10"	"cat"	"MEOW"	"cat"	0.303681682844316
"4042"	"10"	"cat"	"MEOW"	"cat"	0.294707066686972
"2494"	"10"	"dog"	"WOOF"	"cat"	0.364567995479107
"4858"	"10"	"cat"	"MEOW"	"cat"	0.445046277683792
"5074"	"10"	"cat"	"WOOF"	"cat"	0.394670917263892
"1018"	"10"	"cat"	"MEOW"	"cat"	0.358324110508811
"3058"	"10"	"cat"	"WOOF"	"cat"	0.681288805609292
"1582"	"10"	"dog"	"WOOF"	"dog"	0.730383578871136
"3274"	"10"	"cat"	"MEOW"	"cat"	0.327086241954579
"4198"	"10"	"dog"	"MEOW"	"dog"	0.749705094522841
"5122"	"10"	"cat"	"WOOF"	"cat"	0.373453788505286
"118"	"10"	"dog"	"MEOW"	"cat"	0.295222513177811
"1738"	"10"	"cat"	"MEOW"	"cat"	0.590353236470131
"1690"	"10"	"cat"	"MEOW"	"cat"	0.310513294023581
"5314"	"10"	"cat"	"WOOF"	"cat"	0.51841972866224
"2098"	"10"	"cat"	"WOOF"	"cat"	0.304306077428989
"4534"	"10"	"dog"	"MEOW"	"dog"	0.341010298017658
"454"	"10"	"dog"	"MEOW"	"cat"	0.310548581892529
"4414"	"10"	"dog"	"WOOF"	"cat"	0.636490402872132
"3370"	"10"	"cat"	"MEOW"	"cat"	0.454215194387403
"5350"	"10"	"dog"	"MEOW"	"dog"	0.369036014054755
"910"	"10"	"dog"	"WOOF"	"cat"	0.707614367198702
"2638"	"10"	"dog"	"WOOF"	"dog"	0.556001959403142
"2338"	"10"	"cat"	"WOOF"	"cat"	0.515824676686755
"3910"	"10"	"dog"	"MEOW"	"dog"	0.762798348061965
"4078"	"10"	"dog"	"WOOF"	"dog"	0.76880583981693
"1510"	"10"	"dog"	"MEOW"	"cat"	0.290896403362632
"2974"	"10"	"dog"	"WOOF"	"cat"	0.38233015360234
"4342"	"10"	"dog"	"MEOW"	"dog"	0.47424578021335
"3802"	"10"	"cat"	"MEOW"	"cat"	0.892789632723551
"3514"	"10"	"cat"	"MEOW"	"cat"	0.318558358245865
"1882"	"10"	"cat"	"MEOW"	"cat"	0.313373347540451
"2434"	"10"	"cat"	"WOOF"	"dog"	0.445872774239814
"1678"	"10"	"dog"	"WOOF"	"dog"	0.425630535361996
"2194"	"10"	"cat"	"WOOF"	"cat"	1.25377463665427
"2674"	"10"	"cat"	"WOOF"	"cat"	0.309889509812281
"4102"	"10"	"dog"	"MEOW"	"dog"	0.466813408864519
"22"	"10"	"dog"	"MEOW"	"dog"	0.547135216051399
"1918"	"10"	"dog"	"WOOF"	"dog"	0.702914594438568
"226"	"10"	"cat"	"WOOF"	"dog"	0.328395614723579
"190"	"10"	"dog"	"WOOF"	"dog"	1.922518141868
"2206"	"10"	"dog"	"WOOF"	"dog"	0.85098466858992
"2242"	"10"	"cat"	"WOOF"	"dog"	0.506591644684095
"4330"	"10"	"cat"	"MEOW"	"cat"	0.3485008232558
"94"	"10"	"dog"	"WOOF"	"cat"	0.466686234524359
"1654"	"10"	"dog"	"MEOW"	"dog"	0.639261376086292
"82"	"10"	"cat"	"WOOF"	"cat"	0.391230826640089
"1762"	"10"	"cat"	"WOOF"	"cat"	0.385933002907276
"550"	"10"	"dog"	"MEOW"	"dog"	0.38972611967125
"682"	"10"	"cat"	"MEOW"	"dog"	0.466508133591467
"5446"	"10"	"dog"	"MEOW"	"dog"	0.586616671238732
"898"	"10"	"cat"	"WOOF"	"cat"	0.403760177625041
"46"	"10"	"dog"	"WOOF"	"dog"	0.666773281040993
"2518"	"10"	"dog"	"MEOW"	"dog"	0.475159649041162
"1462"	"10"	"dog"	"MEOW"	"dog"	0.637968116371022
"2254"	"10"	"dog"	"WOOF"	"dog"	0.703769627094722
"2890"	"10"	"cat"	"MEOW"	"cat"	0.530967140819454
"5158"	"10"	"dog"	"MEOW"	"cat"	0.302497902015157
"4882"	"10"	"cat"	"WOOF"	"cat"	0.332741617471555
"4822"	"10"	"dog"	"MEOW"	"dog"	0.52162372029128
"1234"	"10"	"cat"	"WOOF"	"cat"	0.784035577123841
"1378"	"10"	"cat"	"WOOF"	"cat"	0.996794810872429
"5374"	"10"	"dog"	"WOOF"	"dog"	0.510179440028278
"3202"	"10"	"cat"	"WOOF"	"dog"	0.34556316285556
"5506"	"10"	"cat"	"WOOF"	"dog"	0.355643198051835
"2326"	"10"	"dog"	"MEOW"	"dog"	0.354733354656215
"4846"	"10"	"dog"	"WOOF"	"cat"	0.379297283093817
"5050"	"10"	"cat"	"MEOW"	"cat"	0.774587217202366
"430"	"10"	"dog"	"WOOF"	"cat"	0.396524692406716
"2590"	"10"	"dog"	"WOOF"	"cat"	0.357798551311672
"4282"	"10"	"cat"	"MEOW"	"cat"	0.37600162638427
"3418"	"10"	"cat"	"MEOW"	"cat"	0.370433439873054
"3886"	"10"	"dog"	"WOOF"	"cat"	0.714724455076107
"2878"	"10"	"dog"	"WOOF"	"dog"	0.980680381642975
"5494"	"10"	"dog"	"MEOW"	"dog"	0.587882828013166
"2086"	"10"	"dog"	"MEOW"	"cat"	0.646708301611004
"2746"	"10"	"cat"	"MEOW"	"dog"	0.452730687929993
"3022"	"10"	"dog"	"WOOF"	"dog"	0.475027926514076
"2614"	"10"	"dog"	"MEOW"	"dog"	0.877443720067633
"70"	"10"	"dog"	"MEOW"	"dog"	0.483644329023266
"3442"	"10"	"cat"	"WOOF"	"dog"	0.545010729910297
"3622"	"10"	"dog"	"MEOW"	"cat"	1.6238372815742
"502"	"10"	"dog"	"MEOW"	"dog"	0.321575510367912
"4390"	"10"	"dog"	"MEOW"	"dog"	0.400348237936793
"514"	"10"	"cat"	"WOOF"	"cat"	0.409489327935531
"982"	"10"	"dog"	"MEOW"	"dog"	0.659815945437438
"1438"	"10"	"dog"	"WOOF"	"dog"	0.401730732976018
"2866"	"10"	"cat"	"WOOF"	"cat"	0.366704854234704
"2854"	"10"	"dog"	"MEOW"	"dog"	0.596380922268144
"1858"	"10"	"cat"	"WOOF"	"cat"	0.328796252643598
"1054"	"10"	"dog"	"WOOF"	"dog"	0.282887284805368
"4138"	"10"	"cat"	"MEOW"	"cat"	0.505236481924215
"4654"	"10"	"dog"	"WOOF"	"cat"	0.896783135889619
"1090"	"10"	"cat"	"WOOF"	"cat"	0.681495160814668
"4870"	"10"	"dog"	"MEOW"	"dog"	0.323982861088386
"1786"	"10"	"cat"	"MEOW"	"cat"	0.702131210253096
"1150"	"10"	"dog"	"WOOF"	"cat"	0.373838675423295
"2374"	"10"	"dog"	"MEOW"	"cat"	0.368662789803964
"4222"	"10"	"dog"	"WOOF"	"dog"	0.539545521334432
"862"	"10"	"dog"	"WOOF"	"dog"	0.688054553379014
"1030"	"10"	"dog"	"MEOW"	"dog"	0.823310298542943
"130"	"10"	"cat"	"WOOF"	"cat"	0.657172370811165
"3574"	"10"	"dog"	"MEOW"	"cat"	0.537777619763372
"1486"	"10"	"dog"	"WOOF"	"dog"	0.311016415877606
"4966"	"10"	"dog"	"MEOW"	"dog"	1.03554466029839
"3094"	"10"	"dog"	"MEOW"	"cat"	0.76266096643217
"3838"	"10"	"dog"	"WOOF"	"dog"	0.393268636737944
"4246"	"10"	"dog"	"MEOW"	"cat"	0.767258142492037
"5302"	"10"	"dog"	"MEOW"	"dog"	0.450765659450078
"3862"	"10"	"dog"	"MEOW"	"dog"	0.427331094414117
"2914"	"10"	"cat"	"WOOF"	"cat"	0.650247245097658
"802"	"10"	"cat"	"WOOF"	"dog"	0.313238973993387
"1570"	"10"	"cat"	"WOOF"	"cat"	0.294830707053715
"838"	"10"	"dog"	"MEOW"	"dog"	0.334117283553638
"766"	"10"	"dog"	"WOOF"	"cat"	0.355739300633504
"154"	"10"	"cat"	"MEOW"	"cat"	0.628779053973087
"850"	"10"	"cat"	"WOOF"	"cat"	0.3704701632348
"1666"	"10"	"cat"	"WOOF"	"cat"	0.331613844975743
"2962"	"10"	"cat"	"WOOF"	"cat"	0.412184803718021
"4006"	"10"	"dog"	"MEOW"	"cat"	0.351748644750425
"4666"	"10"	"cat"	"MEOW"	"cat"	0.275456429485067
"4810"	"10"	"cat"	"MEOW"	"cat"	0.394338289872168
"2650"	"10"	"cat"	"MEOW"	"cat"	0.290668049422845
"2158"	"10"	"dog"	"WOOF"	"dog"	0.391042677231789
"1702"	"10"	"dog"	"MEOW"	"dog"	0.403598232360043
"2170"	"10"	"cat"	"MEOW"	"cat"	0.864040320374696
"2698"	"10"	"cat"	"MEOW"	"cat"	0.364854168390617
"394"	"10"	"cat"	"MEOW"	"cat"	0.293499997564325
"4066"	"10"	"cat"	"WOOF"	"cat"	0.523854823166014
"4606"	"10"	"dog"	"WOOF"	"dog"	0.308217664686714
"4750"	"10"	"dog"	"WOOF"	"dog"	0.403851503034774
"2758"	"10"	"dog"	"MEOW"	"dog"	0.433563767296537
"2026"	"10"	"cat"	"MEOW"	"cat"	0.454925774204758
"1714"	"10"	"cat"	"WOOF"	"dog"	0.490446960582265
"1822"	"10"	"dog"	"WOOF"	"dog"	0.34267740732602
"346"	"10"	"cat"	"MEOW"	"cat"	0.583656573890968
"3526"	"10"	"dog"	"MEOW"	"cat"	0.602390663949494
"3394"	"10"	"cat"	"WOOF"	"cat"	0.53489110156141
"298"	"10"	"cat"	"MEOW"	"cat"	0.511529139081653
"5266"	"10"	"cat"	"WOOF"	"cat"	0.597594689290554
"34"	"10"	"cat"	"WOOF"	"cat"	0.395594457197033
"4558"	"10"	"dog"	"WOOF"	"dog"	0.860521052976038
"3262"	"10"	"dog"	"WOOF"	"cat"	0.543644664939924
"1450"	"10"	"cat"	"MEOW"	"cat"	0.37985354207872
"922"	"10"	"cat"	"MEOW"	"cat"	0.389614074849951
"2458"	"10"	"cat"	"MEOW"	"cat"	0.89375808372888
"1330"	"10"	"cat"	"WOOF"	"dog"	0.363620780783919
"3034"	"10"	"cat"	"MEOW"	"cat"	0.383584911620105
"262"	"10"	"dog"	"MEOW"	"cat"	0.380647016357361
"3106"	"10"	"cat"	"WOOF"	"cat"	0.362301948947927
"4930"	"10"	"cat"	"WOOF"	"cat"	0.278732311227931
"2818"	"10"	"cat"	"WOOF"	"dog"	0.701566218381027
"238"	"10"	"dog"	"WOOF"	"dog"	0.622228058750922
"3310"	"10"	"dog"	"WOOF"	"dog"	0.75090105863055
"5434"	"10"	"cat"	"MEOW"	"cat"	0.767130096783573
"2722"	"10"	"cat"	"WOOF"	"dog"	0.695081855585991
"490"	"10"	"cat"	"MEOW"	"dog"	0.478391879868881
"826"	"10"	"cat"	"MEOW"	"cat"	0.368093970597357
"4774"	"10"	"dog"	"MEOW"	"dog"	0.559070564232433
"2134"	"10"	"dog"	"MEOW"	"cat"	0.889566113159393
"2578"	"10"	"cat"	"WOOF"	"cat"	0.501387655062033
"1258"	"10"	"cat"	"MEOW"	"cat"	0.300081859279439
"4054"	"10"	"dog"	"MEOW"	"dog"	0.369307856884223
"4954"	"10"	"cat"	"MEOW"	"cat"	1.38126394986583
"4714"	"10"	"cat"	"MEOW"	"cat"	0.346891378784875
"4258"	"10"	"cat"	"WOOF"	"cat"	0.569816225810854
"2146"	"10"	"cat"	"WOOF"	"dog"	0.874970829283337
"5110"	"10"	"dog"	"MEOW"	"dog"	0.566330986244151
"4474"	"10"	"cat"	"MEOW"	"cat"	0.584243951276854
"670"	"10"	"dog"	"WOOF"	"cat"	0.90255042738917
"3826"	"10"	"cat"	"WOOF"	"dog"	0.455042538567008
"3550"	"10"	"dog"	"WOOF"	"cat"	0.836454106325501
"4270"	"10"	"dog"	"WOOF"	"dog"	0.671272948121967
"2362"	"10"	"cat"	"MEOW"	"cat"	0.557296485795838
"3190"	"10"	"dog"	"MEOW"	"dog"	0.940788167702966
"995"	"11"	"cat"	"WOOF"	"cat"	0.352657910607261
"3395"	"11"	"cat"	"WOOF"	"cat"	0.358718841988279
"83"	"11"	"cat"	"WOOF"	"cat"	0.656148390742973
"3671"	"11"	"dog"	"MEOW"	"dog"	0.652468387151985
"1799"	"11"	"dog"	"MEOW"	"cat"	0.468939884283847
"3311"	"11"	"dog"	"WOOF"	"cat"	0.266465456041869
"4523"	"11"	"cat"	"MEOW"	"dog"	0.256442803257228
"1223"	"11"	"dog"	"MEOW"	"dog"	0.249316705087678
"4163"	"11"	"cat"	"WOOF"	"cat"	0.278483342153373
"2555"	"11"	"cat"	"MEOW"	"cat"	0.332023646533388
"5111"	"11"	"dog"	"MEOW"	"cat"	0.319044816319154
"323"	"11"	"cat"	"WOOF"	"dog"	0.541758256753205
"3623"	"11"	"dog"	"MEOW"	"dog"	0.392129055301866
"4655"	"11"	"dog"	"WOOF"	"cat"	0.767340227859802
"1691"	"11"	"cat"	"MEOW"	"cat"	0.313489509376457
"2435"	"11"	"cat"	"WOOF"	"cat"	0.246977661994915
"3947"	"11"	"cat"	"MEOW"	"dog"	0.299309308294694
"5183"	"11"	"dog"	"WOOF"	"cat"	0.357143797350482
"2327"	"11"	"dog"	"MEOW"	"dog"	0.460240721770743
"2603"	"11"	"cat"	"MEOW"	"dog"	0.542362639934612
"2183"	"11"	"dog"	"MEOW"	"cat"	0.317958281438952
"1751"	"11"	"dog"	"MEOW"	"dog"	0.273472947849125
"2639"	"11"	"dog"	"WOOF"	"cat"	0.659197937542012
"2735"	"11"	"dog"	"WOOF"	"dog"	0.600482070759224
"5171"	"11"	"cat"	"WOOF"	"dog"	0.576489301335445
"5027"	"11"	"cat"	"WOOF"	"cat"	0.435576289347361
"3467"	"11"	"cat"	"MEOW"	"dog"	0.347104829600761
"3479"	"11"	"dog"	"MEOW"	"dog"	0.301235893051426
"2891"	"11"	"cat"	"MEOW"	"dog"	0.284739268250439
"1631"	"11"	"dog"	"WOOF"	"cat"	0.355508116809274
"4847"	"11"	"dog"	"WOOF"	"dog"	0.465175416805019
"3011"	"11"	"cat"	"WOOF"	"cat"	0.279666545923824
"4595"	"11"	"cat"	"WOOF"	"dog"	0.41099421629324
"2747"	"11"	"cat"	"MEOW"	"dog"	0.266620579701111
"4835"	"11"	"cat"	"WOOF"	"cat"	0.787689506465378
"3923"	"11"	"cat"	"WOOF"	"cat"	0.635960128212632
"5039"	"11"	"dog"	"WOOF"	"dog"	0.360225762698223
"2123"	"11"	"cat"	"MEOW"	"cat"	0.8481897630423
"1811"	"11"	"cat"	"WOOF"	"dog"	0.32973902800363
"4943"	"11"	"dog"	"WOOF"	"cat"	0.268534346195734
"1787"	"11"	"cat"	"MEOW"	"cat"	0.277174869294479
"2939"	"11"	"cat"	"MEOW"	"cat"	0.547968887629911
"3875"	"11"	"cat"	"WOOF"	"dog"	0.436273535498604
"1943"	"11"	"dog"	"MEOW"	"cat"	0.639782967672989
"4487"	"11"	"dog"	"MEOW"	"cat"	0.300781938211383
"263"	"11"	"dog"	"MEOW"	"dog"	0.408705394833228
"1583"	"11"	"dog"	"WOOF"	"cat"	0.999296390417321
"875"	"11"	"cat"	"MEOW"	"cat"	0.399782172457967
"4079"	"11"	"dog"	"WOOF"	"cat"	0.324373458991062
"527"	"11"	"dog"	"WOOF"	"dog"	0.312297728655596
"4055"	"11"	"dog"	"MEOW"	"dog"	0.573869618641459
"1007"	"11"	"dog"	"WOOF"	"dog"	0.373465867700749
"11"	"11"	"cat"	"MEOW"	"dog"	0.317638529753182
"4067"	"11"	"cat"	"WOOF"	"dog"	1.58729592447101
"5267"	"11"	"cat"	"WOOF"	"dog"	0.492071477525089
"575"	"11"	"dog"	"WOOF"	"cat"	0.814650273828864
"2723"	"11"	"cat"	"WOOF"	"cat"	0.471347609655246
"3575"	"11"	"dog"	"MEOW"	"dog"	0.325593492064863
"2495"	"11"	"dog"	"WOOF"	"cat"	0.461714994828943
"5351"	"11"	"dog"	"MEOW"	"dog"	0.347599997216379
"4451"	"11"	"cat"	"WOOF"	"dog"	0.384953878010779
"3587"	"11"	"cat"	"WOOF"	"dog"	0.415885129609244
"935"	"11"	"dog"	"MEOW"	"cat"	0.487870238806788
"2507"	"11"	"cat"	"MEOW"	"cat"	1.2635351243386
"2879"	"11"	"dog"	"WOOF"	"dog"	0.370896314366585
"4307"	"11"	"cat"	"WOOF"	"dog"	0.878629198687809
"4643"	"11"	"cat"	"WOOF"	"dog"	0.308582785309188
"3971"	"11"	"cat"	"WOOF"	"cat"	0.252578892677401
"2303"	"11"	"dog"	"WOOF"	"cat"	0.249700317637578
"3707"	"11"	"cat"	"MEOW"	"cat"	0.343576934954086
"1415"	"11"	"dog"	"MEOW"	"dog"	0.381182133109631
"227"	"11"	"cat"	"WOOF"	"cat"	0.628035102676687
"71"	"11"	"dog"	"MEOW"	"dog"	0.30608473646094
"1391"	"11"	"dog"	"WOOF"	"cat"	0.725546642770074
"2831"	"11"	"dog"	"WOOF"	"cat"	0.280652593495001
"587"	"11"	"cat"	"MEOW"	"cat"	0.717796713728956
"2219"	"11"	"cat"	"MEOW"	"cat"	0.371050021814142
"167"	"11"	"dog"	"MEOW"	"dog"	0.321133937603525
"1127"	"11"	"dog"	"MEOW"	"dog"	0.509197620549666
"1283"	"11"	"cat"	"WOOF"	"cat"	0.6438638398471
"2975"	"11"	"dog"	"WOOF"	"dog"	0.605726313364248
"2447"	"11"	"dog"	"WOOF"	"cat"	0.334585637221292
"5087"	"11"	"dog"	"WOOF"	"cat"	0.344966331398671
"5423"	"11"	"dog"	"WOOF"	"dog"	0.334744818842686
"3743"	"11"	"dog"	"WOOF"	"dog"	1.36932229517477
"3863"	"11"	"dog"	"MEOW"	"cat"	0.526192371729082
"3431"	"11"	"dog"	"MEOW"	"dog"	0.236759193664837
"5147"	"11"	"cat"	"MEOW"	"cat"	0.290219337285455
"743"	"11"	"dog"	"MEOW"	"dog"	0.502226862544945
"1331"	"11"	"cat"	"WOOF"	"cat"	0.473555676609723
"2759"	"11"	"dog"	"MEOW"	"dog"	0.283130818269704
"4259"	"11"	"cat"	"WOOF"	"dog"	0.360310823537732
"2171"	"11"	"cat"	"MEOW"	"cat"	0.284860708062125
"3983"	"11"	"dog"	"WOOF"	"cat"	0.640346980438576
"719"	"11"	"dog"	"WOOF"	"dog"	0.711623966994602
"3767"	"11"	"dog"	"MEOW"	"cat"	0.446720549104222
"4127"	"11"	"dog"	"WOOF"	"cat"	0.306751889344026
"4211"	"11"	"cat"	"WOOF"	"cat"	0.246577157929515
"1247"	"11"	"dog"	"WOOF"	"dog"	0.326129435726421
"2987"	"11"	"cat"	"MEOW"	"dog"	0.291250715832653
"5291"	"11"	"cat"	"MEOW"	"dog"	0.960224375202607
"5327"	"11"	"dog"	"WOOF"	"cat"	0.293737742552923
"611"	"11"	"cat"	"WOOF"	"cat"	0.303756121144212
"3059"	"11"	"cat"	"WOOF"	"cat"	0.690087867242192
"647"	"11"	"dog"	"MEOW"	"dog"	0.519605157823926
"1655"	"11"	"dog"	"MEOW"	"dog"	0.719323505951943
"1703"	"11"	"dog"	"MEOW"	"dog"	0.230624397174563
"4295"	"11"	"dog"	"MEOW"	"cat"	0.558618812397632
"1835"	"11"	"cat"	"MEOW"	"cat"	0.297993046165715
"1679"	"11"	"dog"	"WOOF"	"cat"	1.02605827175924
"4787"	"11"	"cat"	"WOOF"	"dog"	0.618353542779029
"3647"	"11"	"dog"	"WOOF"	"cat"	0.410828068939022
"4031"	"11"	"dog"	"WOOF"	"cat"	0.234977191062631
"275"	"11"	"cat"	"WOOF"	"cat"	0.316254976420977
"1319"	"11"	"dog"	"MEOW"	"dog"	0.478380694681626
"1883"	"11"	"cat"	"MEOW"	"cat"	2.2721513558418
"119"	"11"	"dog"	"MEOW"	"dog"	0.282870703373655
"1763"	"11"	"cat"	"WOOF"	"cat"	0.23848595412709
"3491"	"11"	"cat"	"WOOF"	"cat"	1.07488214693669
"1979"	"11"	"cat"	"MEOW"	"cat"	0.374109551853378
"1487"	"11"	"dog"	"WOOF"	"cat"	0.289877415961226
"443"	"11"	"cat"	"MEOW"	"cat"	0.430932535822511
"4871"	"11"	"dog"	"MEOW"	"cat"	0.860914655286477
"803"	"11"	"cat"	"WOOF"	"cat"	0.531826883381408
"4823"	"11"	"dog"	"MEOW"	"cat"	0.236871116058573
"4103"	"11"	"dog"	"MEOW"	"cat"	0.909850577987055
